mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P03146,P03146|St6.2 precursor|Conus striolatus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus striolatus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P03148,P03148|St6.3 precursor|Conus striolatus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus striolatus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P03586,P03586|Cp20.1 precursor|Conus capitaneus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03588,P03588|Cp20.2 precursor|Conus capitaneus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03590,P03590|Cp20.3 precursor|Conus capitaneus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03592,P03592|Cp20.4 precursor|Conus capitaneus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03594,P03594|Cp20.5 precursor|Conus capitaneus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus capitaneus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03596,P03596|Ms20.1 precursor|Conus mustelinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus mustelinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03598,P03598|Ms20.2 precursor|Conus mustelinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus mustelinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03600,P03600|Ms20.3 precursor|Conus mustelinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus mustelinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03602,P03602|Ms20.4 precursor|Conus mustelinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus mustelinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03604,P03604|Ms20.5 precursor|Conus mustelinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus mustelinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03606,P03606|Mi20.1 precursor|Conus miles|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03608,P03608|Mi20.2 precursor|Conus miles|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03610,P03610|Mi20.3 precursor|Conus miles|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03612,P03612|Mi20.4 precursor|Conus miles|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus miles,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03614,P03614|Rt20.1 precursor|Conus rattus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03616,P03616|Rt20.2 precursor|Conus rattus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03618,P03618|Vt20.1 precursor|Conus vitulinus|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03630,P03630|VxXXA precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P03686,P03686|Conantokin-Su precursor|Conus sulcatus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus sulcatus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P03795,P03795|Ca11B precursor|Conus caracteristicus|Precursor|conotoxin|I3 superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,,,nucleic acid level
P03797,P03797|Ca11.3 precursor|Conus caracteristicus|Precursor|conotoxin|I3 superfamily|||nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,,,nucleic acid level
P03854,P03854|Lt10 precursor|Conus litteratus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus litteratus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P03856,P03856|Eu5 precursor|Conus eburneus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P03895,P03895|SrXIA precursor|Conus spurius|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus spurius,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P03896,P03896|Sr11B precursor|Conus spurius|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus spurius,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P03962,P03962|Conkunitzin-Cal9.1a precursor|Conus californicus|Precursor|conkunitzin|Divergent MTFLLLLVSV|||nucleic acid level,Conus californicus,Precursor,conkunitzin,Divergent MTFLLLLVSV,,,nucleic acid level
P04204,P04204|Pu3.4 precursor|Conus pulicarius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus pulicarius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P04206,P04206|Pu3.5 precursor|Conus pulicarius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus pulicarius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P04219,P04219|Vt3.1 precursor|Conus vitulinus|Precursor|unclassified|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,unclassified,M superfamily,,,nucleic acid level
P04221,P04221|GII precursor|Conus geographus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus geographus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P04242,P04242|FVIA precursor|Conus fulmen|Precursor|conotoxin||||nucleic acid level,Conus fulmen,Precursor,conotoxin,,,,nucleic acid level
P04504,P04504|Eu14.7 precursor|Conus eburneus|Precursor|conotoxin|L superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,L superfamily,,,nucleic acid level
P04506,P04506|Eu1.3 precursor|Conus eburneus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P04508,P04508|Eu6.5 precursor|Conus eburneus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus eburneus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P04510,P04510|Vi11.2 precursor|Conus virgo|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus virgo,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P04522,P04522|Im11.7 precursor|Conus imperialis|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus imperialis,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P04541,P04541|Lt28.2 precursor|Conus litteratus|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus litteratus,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P04542,P04542|Lt28.3 precursor|Conus litteratus|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus litteratus,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P04543,P04543|Lt28.4 precursor|Conus litteratus|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus litteratus,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P04545,P04545|Lt28.6 precursor|Conus litteratus|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus litteratus,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P04546,P04546|Lt28.7 precursor|Conus litteratus|Precursor|conotoxin|D superfamily||XXVIII|nucleic acid level,Conus litteratus,Precursor,conotoxin,D superfamily,,XXVIII,nucleic acid level
P04717,P04717|Bt3-D02 precursor|Conus betulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P04796,P04796|Vr3-NPP01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P04894,P04894|Vt3-EP01 precursor|Conus vitulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P04900,P04900|Vr3-VP06 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P05221,P05221|Im23a precursor|Conus imperialis|Precursor|conotoxin|K superfamily||XXIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,K superfamily,,XXIII,nucleic acid level
P05222,P05222|Im23b precursor|Conus imperialis|Precursor|conotoxin|K superfamily||XXIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,K superfamily,,XXIII,nucleic acid level
P05534,P05534|Conoporin-Cn1 precursor|Conus consors|Precursor|conoporin||||protein level,Conus consors,Precursor,conoporin,,,,protein level
P05678,P05678|conantokin-Pu3 precursor|Conus pulicarius|Precursor|conantokin||||nucleic acid level,Conus pulicarius,Precursor,conantokin,,,,nucleic acid level
P06035,P06035|Lv1d precursor|Conus lividus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus lividus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P06114,P06114|Ca5.6 precursor|Conus caracteristicus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P06722,P06722|Mi27.2 precursor|Conus miles|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus miles,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P06725,P06725|ErVIA precursor|Conus eburneus|Precursor|conotoxin||||nucleic acid level,Conus eburneus,Precursor,conotoxin,,,,nucleic acid level
P06727,P06727|elevenin-Vc1 precursor|Conus victoriae|Precursor|elvenin||||protein level,Conus victoriae,Precursor,elvenin,,,,protein level
P06730,P06730|prohormone-4-Vc1 precursor|Conus victoriae|Precursor|prohormone-4||||protein level,Conus victoriae,Precursor,prohormone-4,,,,protein level
P06807,P06807|FrVIA precursor|Conus frigidus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus frigidus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P06812,P06812|conorfamide-Vc1 precursor|Conus victoriae|Precursor|conorfamide||||nucleic acid level,Conus victoriae,Precursor,conorfamide,,,,nucleic acid level
P06868,P06868|thyrostimulin-alpha 2 precursor|Conus victoriae|Precursor|thyrostimulin||||nucleic acid level,Conus victoriae,Precursor,thyrostimulin,,,,nucleic acid level
P06869,P06869|thyrostimulin-beta 5 precursor|Conus victoriae|Precursor|thyrostimulin||||nucleic acid level,Conus victoriae,Precursor,thyrostimulin,,,,nucleic acid level
P06870,P06870|Con-ins G1 precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06871,P06871|Con-ins G1b precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06872,P06872|Con-ins G1c precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06892,P06892|Con-ins G2 precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06893,P06893|Con-ins G2b precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06894,P06894|Con-ins G3 precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06895,P06895|Con-ins G3b precursor|Conus geographus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus geographus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06896,P06896|Con-ins T1 precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06930,P06930|Con-ins T2 precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06931,P06931|Con-ins T3 precursor|Conus tulipa|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus tulipa,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06940,P06940|Con-ins Tx1 precursor|Conus textile|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus textile,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06941,P06941|Con-ins Mr1 precursor|Conus marmoreus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus marmoreus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06942,P06942|Con-ins Im1 precursor|Conus imperialis|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06943,P06943|Con-ins Im2 precursor|Conus imperialis|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus imperialis,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06944,P06944|Con-ins Q1 precursor|Conus quercinus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus quercinus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06945,P06945|Con-ins Q1b precursor	|Conus quercinus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus quercinus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06946,P06946|Con-ins F1 precursor|Conus floridulus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06947,P06947|Con-ins F2 precursor|Conus floridulus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06948,P06948|Con-ins F2b precursor|Conus floridulus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06949,P06949|Con-ins F2c precursor|Conus floridulus|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus floridulus,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P06950,P06950|Con-ins Me1 precursor|Conus memiae|Precursor|coninsulin|Insulin superfamily|||nucleic acid level,Conus memiae,Precursor,coninsulin,Insulin superfamily,,,nucleic acid level
P07010,P07010|VxXXD precursor|Conus vexillum|Precursor|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,XX,nucleic acid level
P07012,P07012|Vx217 precursor|Conus vexillum|Precursor|conantokin|O2 superfamily||VI/VII|nucleic acid level,Conus vexillum,Precursor,conantokin,O2 superfamily,,VI/VII,nucleic acid level
P07014,P07014|Vx30 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07016,P07016|Vx28 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07017,P07017|Vx44 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07019,P07019|Vx23 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07020,P07020|Vx45 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07022,P07022|Vx22 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07023,P07023|Vx24 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07025,P07025|Vx31 precursor|Conus vexillum|Precursor|con-ikot-ikot||||nucleic acid level,Conus vexillum,Precursor,con-ikot-ikot,,,,nucleic acid level
P07026,P07026|Vx215 precursor|Conus vexillum|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07027,P07027|Vx220 precursor|Conus vexillum|Precursor|conotoxin|T superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,T superfamily,,,nucleic acid level
P07029,P07029|Vx196 precursor|Conus vexillum|Precursor|conotoxin|M superfamily||IX|nucleic acid level,Conus vexillum,Precursor,conotoxin,M superfamily,,IX,nucleic acid level
P07031,P07031|Vx16 precursor|Conus vexillum|Precursor|conantokin|B2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conantokin,B2 superfamily,,,nucleic acid level
P07033,P07033|Vx186 precursor|Conus vexillum|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P07034,P07034|Vx198 precursor|Conus vexillum|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,M superfamily,,,nucleic acid level
P07035,P07035|Vx197 precursor|Conus vexillum|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,M superfamily,,,nucleic acid level
P07036,P07036|Vx116 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07037,P07037|Vx99 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07038,P07038|Vx101 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07039,P07039|Vx102 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07040,P07040|Vx109 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07041,P07041|Vx130 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
