mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P01624,Conus magus,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,protein level,10.831711,6.774244,-1.9658039,-1.1922709,0.39925602,0.5996326,
P01625,Conus catus,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,nucleic acid level,10.987066,7.12517,-2.3276322,-1.612364,0.35234678,0.62257206,
P01626,Conus consors,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,protein level,11.162458,6.5859427,-2.107063,-1.2806832,0.60130763,0.86932564,
P01627,Conus bullatus,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,nucleic acid level,11.632849,8.0746,-2.4513452,-2.0150776,0.7176218,0.84838045,
P01628,Conus aurisiacus,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,nucleic acid level,11.035207,7.3075814,-2.490243,-1.7774471,0.3570145,0.73025805,
P01630,Conus amadis,Wild type,conotoxin,O1 superfamily,delta conotoxin,VI/VII,protein level,11.7638855,7.009464,-3.2844818,-2.0214436,0.7279848,1.0771265,
P01632,Conus consors,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,9.093958,7.4439206,-3.333529,-1.4750614,0.25858146,0.7977449,
P01634,Conus tulipa,Wild type,conotoxin,A superfamily,rho conotoxin,I,protein level,7.141216,0.9271974,3.7774465,-1.0587487,-1.1344885,-0.36938083,
P01635,Conus ermineus,Wild type,conotoxin,NA,alpha conotoxin,IV,protein level,9.274868,1.2728807,4.3175664,-0.7194979,-1.0929549,-0.5561847,
P01636,Conus pennaceus,Wild type,conotoxin,O2 superfamily,gamma conotoxin,VI/VII,protein level,8.133962,5.218178,-2.6027846,-1.8410842,0.8420068,1.1722885,
P01638,Conus magus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.968967,7.6788716,-4.034959,-1.8998079,0.47090995,1.1147761,
P01662,Conus stercusmuscarum,Wild type,conotoxin,M superfamily,mu conotoxin,III,nucleic acid level,9.839399,1.4007366,3.497647,-0.7075106,-1.2198603,-0.16838601,
P01669,Conus purpurascens,Wild type,conotoxin,NA,kappa conotoxin,IV,protein level,8.862585,2.0666816,4.503784,-0.22588632,-1.1265459,-0.5436456,
P01670,Conus purpurascens,Wild type,conotoxin,NA,kappa conotoxin,IV,protein level,8.442198,2.1078148,4.509234,-0.1385308,-1.1156001,-0.5479217,
P01671,Conus virgo,Wild type,conotoxin,T superfamily,NA,V,protein level,10.738967,1.055198,5.748116,-0.92900234,-1.4945775,-0.5203496,
P01672,Conus virgo,Wild type,conotoxin,T superfamily,NA,V,protein level,10.634056,1.5443234,5.5847907,-0.4093969,-1.3807201,-0.39519235,
P01684,Conus vexillum,Wild type,conotoxin,D superfamily,alpha conotoxin,XX,protein level,9.234871,4.509008,2.8373024,0.287487,-0.5594532,-0.10219001,
P01685,Conus vexillum,Wild type,conotoxin,D superfamily,alpha conotoxin,XX,protein level,9.166912,4.7104325,3.2659166,0.5803734,-0.3890097,-0.23176199,
P01686,Conus vexillum,Wild type,conotoxin,D superfamily,alpha conotoxin,XX,protein level,9.918086,4.2857685,2.7570097,0.6484892,-0.5928565,0.19977495,
P01687,Conus pergrandis,Wild type,conotoxin,A superfamily,alpha conotoxin,IV,nucleic acid level,9.537031,0.6525336,4.4095325,-0.68895906,-1.605945,-0.50649625,
P01688,Conus obscurus,Wild type,conotoxin,A superfamily,alpha conotoxin,IV,protein level,9.378489,0.88347775,4.3293223,-0.59894437,-1.3152343,-0.6728969,
P01689,Conus pergrandis,Wild type,conotoxin,A superfamily,alpha conotoxin,IV,nucleic acid level,9.530652,0.68789804,4.338121,-0.71444476,-1.5956867,-0.5425697,
P01690,Conus consors,Wild type,conotoxin,NA,mu conotoxin,III,protein level,10.031935,2.4211998,3.5745718,0.4483693,-1.0676786,0.229434,
P01691,Conus magus,Wild type,conotoxin,NA,mu conotoxin,III,protein level,9.757218,1.8727077,3.5327387,-0.1434013,-1.2941346,-0.06461786,
P01692,Conus catus,Wild type,conotoxin,NA,mu conotoxin,III,protein level,9.874893,1.7343544,3.5059361,-0.31793725,-1.2087847,0.039511986,
P01693,Conus consors,Wild type,conotoxin,NA,mu conotoxin,III,protein level,9.824153,1.8963621,3.4481437,-0.08936654,-1.2337148,-0.042319346,
P01725,Conus catus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,9.048259,7.5856977,-3.375034,-1.455723,0.3768904,0.9294769,
P01726,Conus catus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.93736,7.6501994,-3.9955726,-1.6477237,0.3052691,0.91846555,
P01727,Conus tulipa,Wild type,conotoxin,NA,omega conotoxin,VI/VII,Unknown,9.205038,7.420752,-3.440756,-1.9600339,0.25821084,0.8854406,
P01728,Conus radiatus,Wild type,conotoxin,NA,omega conotoxin,VI/VII,Unknown,8.977164,7.26868,-3.0168116,-1.7382481,0.34541038,0.7684032,
P01735,Conus aulicus,Wild type,conotoxin,NA,NA,V,protein level,11.072768,0.24967614,5.800241,-1.4818568,-1.625893,-0.33069175,
P01736,Conus aulicus,Wild type,conotoxin,NA,NA,V,protein level,11.026935,0.52867526,5.8825197,-1.4704996,-1.6084244,-0.050498255,
P01737,Conus marmoreus,Wild type,conotoxin,T superfamily,chi conotoxin,X,protein level,11.13245,0.12876798,5.0548267,-1.2873987,-1.6382903,-0.4438307,
P01738,Conus marmoreus,Wild type,conotoxin,T superfamily,chi conotoxin,X,protein level,11.155772,0.2941648,5.1426964,-0.9335799,-1.6135097,-0.25356662,
P02694,Conus marmoreus,Wild type,conotoxin,T superfamily,NA,V,protein level,10.703941,2.1811874,5.231273,0.4170128,-1.3473978,-0.12504384,
P01740,Conus ermineus,Wild type,conotoxin,NA,alpha conotoxin,IV,protein level,9.345108,1.2435973,4.259619,-0.7285789,-1.0744178,-0.5117033,
P01741,Conus pennaceus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,11.23387,8.278967,-2.2082682,-1.689751,0.4182504,0.65920234,
P01742,Conus pennaceus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,11.218104,7.6728487,-2.0544755,-1.49328,0.509321,0.77170295,
P01743,Conus geographus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.900271,7.1167808,-2.61788,-1.494493,0.38886595,0.5578183,
P01744,Conus geographus,Wild type,conotoxin,NA,mu conotoxin,III,protein level,9.491796,1.9189749,3.2412813,-0.15166873,-1.2617168,-0.29395258,
P01793,Conus striatus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,9.010611,7.701462,-3.7364285,-1.7552559,0.5140621,1.1197575,
P01794,Conus striatus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.732311,7.492424,-3.9675858,-1.9612957,0.25097632,0.99996006,
P01810,Conus textile,Wild type,conotoxin,O1 superfamily,NA,VI/VII,Unknown,9.737763,2.960286,3.5673223,0.22108552,-1.2333386,0.25056866,
P01811,Conus radiatus,Wild type,conotoxin,O3 superfamily,NA,VI/VII,protein level,10.111403,6.310619,3.7956464,1.6178498,-0.3773574,0.57906276,
P02228,Conus purpurascens,Wild type,conotoxin,M superfamily,mu conotoxin,III,nucleic acid level,9.892821,1.9690229,3.6929033,0.055873457,-1.3272798,0.0066795107,
P02481,Conus mus,Wild type,conophan,NA,NA,NA,protein level,13.674734,4.1968937,6.8327675,1.982019,-0.14986578,0.094023146,
P02482,Conus geographus,Wild type,conotoxin,NA,NA,XIV,Unknown,10.540224,5.592012,4.1582685,1.3899237,-0.3535257,0.44351196,
P02483,Conus bandanus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,10.384176,0.38483372,5.017962,-0.848831,-1.631338,-0.3144414,
P02484,Conus abbreviatus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.3827286,6.9076886,-2.6225824,-1.6951693,0.81987333,0.72292453,
P02485,Conus achatinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,8.734236,0.17620952,2.2876759,-1.2645286,-1.4123214,-0.7370319,
P02487,Conus achatinus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.211887,3.2244992,5.013304,0.30794844,-0.9961917,-0.55805975,
P02489,Conus achatinus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.1380005,4.8601165,5.636837,1.6103023,-0.4866323,0.35189918,
P02490,Conus achatinus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.609444,5.108699,5.6760235,1.017474,-0.3757237,-0.27463847,
P02491,Conus marmoreus,Wild type,conotoxin,A superfamily,NA,I,protein level,5.8251934,0.09911943,4.4180336,-1.8542147,-1.0705973,-0.6629298,
P02493,Conus marmoreus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.491655,0.43662322,4.2277937,-1.3190451,-1.2045478,-0.6278146,
P02494,Conus marmoreus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.7541847,0.49820977,4.1163373,-1.490661,-1.3208932,-0.48734632,
P02495,Conus marmoreus,Wild type,conotoxin,M superfamily,NA,III,protein level,10.0002,-1.9630356,5.776629,-1.6797956,-1.3630319,-0.24080087,
P02497,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.7620873,1.0440606,4.308697,-1.0280876,-1.0706296,-0.92011774,
P02498,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,Unknown,6.55799,1.9393487,5.007524,-0.91066855,-0.6038637,-0.7359257,
P02499,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,9.845577,2.609105,4.5184236,0.1970927,-1.1918446,0.2698707,
P02500,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,10.28688,2.793947,4.115009,0.40408957,-1.2401354,0.5245396,
P02501,Conus anemone,Wild type,conotoxin,NA,alpha conotoxin,I,protein level,5.6855545,0.01422824,4.371765,-1.5983717,-1.1182686,-0.75673246,
P02502,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.5970755,4.567082,4.0329666,0.33197308,-0.252759,-0.24927443,
P02504,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.8027234,1.8051592,4.6752944,-0.800142,-1.1375455,-0.36122853,
P02503,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.090058,4.1874747,4.080095,-0.121124364,-0.06870996,-0.7034753,
P02505,Conus leopardus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.5673842,1.1893299,4.2568583,-1.1445633,-1.0762864,-0.4999573,
P02506,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.2663975,2.1828172,4.8074117,-0.25008306,-0.8086684,-0.88541836,
P02511,Conus quercinus,Wild type,conotoxin,A superfamily,alpha conotoxin,I,nucleic acid level,8.082177,0.32489064,3.2367203,-1.1820855,-1.4843609,-0.4974748,
P02507,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.3079877,2.161232,4.8025565,-0.3802993,-0.8858683,-0.78899443,
P02508,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.146784,2.0119948,4.820513,-0.5567907,-0.9497161,-0.872573,
P02509,Conus quercinus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,12.2151785,5.816336,4.0820107,2.3249457,-0.041618027,1.3192233,
P02510,Conus quercinus,Wild type,conotoxin,A superfamily,NA,NA,nucleic acid level,11.752051,5.455948,5.9374127,1.9402174,-0.43306896,-0.054237727,
P02513,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.0740814,0.92830354,4.712639,-1.5408965,-0.93320763,-0.78879386,
P02514,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.0087643,0.785028,4.572519,-1.5193292,-0.983624,-0.76233464,
P02515,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.2464695,0.99461484,4.591776,-1.386858,-1.0783587,-0.72557455,
P02516,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,5.9226646,0.3438829,4.286457,-1.8229734,-0.9756187,-0.732568,
P02517,Conus quercinus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.4652085,0.056896098,4.479227,-1.5276551,-1.1693672,-0.7287659,
P02518,Conus quercinus,Wild type,conotoxin,M superfamily,NA,III,nucleic acid level,8.55223,1.2440801,6.8357778,-0.8656676,-1.4656802,-0.15360223,
P02519,Conus pulicarius,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,11.424913,5.4131236,4.4586644,1.4509692,-0.1701007,0.5087268,
P02520,Conus pulicarius,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,6.426252,0.16878632,4.307626,-1.6970179,-1.218049,-0.5139737,
P02521,Conus pulicarius,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.751946,0.4606143,3.5205028,-1.1881603,-1.2271916,-0.62264055,
P02522,Conus striatus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,8.256552,0.26192135,3.2280107,-1.2941066,-1.5909011,-0.538071,
P02524,Conus striatus,Wild type,conotoxin,A superfamily,kappa conotoxin,IV,protein level,10.661016,4.435611,5.509101,1.7003381,-0.75312346,0.44516996,
P02532,Conus vexillum,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,6.977873,6.5475326,-3.3368695,-1.7508938,0.68976414,1.2968516,
P02525,Conus striatus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.565744,4.949545,5.5441213,0.9969212,-0.5177876,-0.3729873,
P02526,Conus betulinus,Wild type,conotoxin,I2 superfamily,kappa conotoxin,XI,protein level,7.973831,6.472674,-1.6422174,-1.0087619,0.40761426,0.9170112,
P02529,Conus stercusmuscarum,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,9.867467,4.622704,5.1991944,1.1838155,-0.6890043,-0.022008354,
P02530,Conus stercusmuscarum,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.019374,5.3249717,5.231455,1.813056,-0.4827483,0.55974555,
P02531,Conus bandanus,Wild type,conotoxin,NA,NA,I,nucleic acid level,6.4071445,1.2939807,4.1129866,-1.1715273,-0.9366623,-0.8821562,
P02533,Conus vexillum,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,9.529908,7.6720834,-0.31052998,-0.75032055,0.50413346,0.74343395,
P02535,Conus victoriae,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.807356,1.7698405,4.9329348,-0.24793236,-1.4595433,0.20464177,
P02536,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.768021,6.808094,-2.1579578,-1.4071,0.5193982,0.6721789,
P02537,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.308233,8.227234,-2.2596776,-1.7736672,0.45144585,0.76418275,
P02538,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.320923,5.6938396,-3.6252837,-1.9831742,0.65585625,1.2027789,
P02539,Conus victoriae,Wild type,conotoxin,A superfamily,NA,I,protein level,6.3340116,0.93098664,4.086762,-1.4492161,-1.0187274,-0.60396534,
P02547,Conus textile,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,12.016253,6.729834,-2.6037705,-1.6567509,0.31173986,0.9137656,
P02540,Conus victoriae,Wild type,conotoxin,T superfamily,NA,V,protein level,11.203607,0.7956595,5.837762,-1.1242559,-1.7818199,-0.24860151,
P02541,Conus victoriae,Wild type,conotoxin,T superfamily,NA,V,protein level,11.345677,1.9307892,5.203784,0.0104085505,-1.6521178,0.22522466,
P02542,Conus victoriae,Wild type,conotoxin,T superfamily,NA,V,protein level,10.967832,1.5073014,5.4128804,-0.6687182,-1.6733731,0.2242571,
P02543,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,11.97505,6.742763,-2.6297245,-1.5464536,0.38918856,0.9721701,
P02548,Conus catus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.665626,7.617178,-4.3794446,-1.8541173,0.43303525,0.87496746,
P02544,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,11.4016075,7.1166663,-3.0332236,-1.5027493,0.68589115,0.9821601,
P02545,Conus victoriae,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,11.967008,6.855312,-2.8216057,-1.7838444,0.39722946,1.0384992,
P02549,Conus catus,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,9.259705,7.464533,-3.437528,-1.6991022,0.39031467,0.9143512,
P02550,Conus delessertii,Wild type,conotoxin,NA,NA,XIII,protein level,8.72994,5.7715874,1.0280387,-0.49114794,-0.25904942,0.17446436,
P02551,Conus textile,Wild type,conotoxin,I2 superfamily,NA,XII,protein level,12.013936,5.6044173,4.1687837,2.3609061,0.10841819,1.2206239,
P02552,Conus textile,Wild type,conotoxin,I2 superfamily,NA,XI,protein level,8.072697,6.5828323,-1.8704818,-1.3563019,0.42670536,0.85536087,
P02553,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,nucleic acid level,12.041643,7.0723596,-3.0693421,-1.8531777,0.6057009,1.1724488,
P02554,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,8.090296,5.6800876,-3.7136295,-2.235891,0.79363936,1.2750518,
P02555,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,nucleic acid level,8.300856,5.70124,-3.5377848,-1.9755977,0.709126,1.336046,
P02556,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,11.306088,8.119655,-2.2916183,-1.7766984,0.4408312,0.7906085,
P02557,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,nucleic acid level,11.530627,7.100663,-2.7286482,-1.7730803,0.3759306,0.95855224,
P02558,Conus textile,Wild type,conotoxin,O1 superfamily,omega conotoxin,VI/VII,protein level,11.126263,7.4927516,-1.51974,-1.398323,0.47290435,0.9814587,
P02559,Conus textile,Wild type,conotoxin,P superfamily,NA,IX,protein level,8.224249,5.646617,-0.2821269,-1.0517826,-0.01942783,0.6844078,
P02560,Conus textile,Wild type,conotoxin,M superfamily,NA,III,protein level,9.222255,-1.1148994,5.9483886,-1.2884455,-1.5215265,-0.5404698,
P02561,Conus textile,Wild type,conotoxin,T superfamily,NA,V,protein level,11.24678,2.1135654,5.1875567,0.10589562,-1.6237346,0.4007402,
P02562,Conus textile,Wild type,conotoxin,M superfamily,NA,III,protein level,11.284246,-2.042165,4.820825,-1.9188304,-1.7238102,-0.19286773,
P02563,Conus textile,Wild type,conotoxin,M superfamily,NA,III,protein level,9.98285,-1.9992259,4.768941,-1.5918516,-1.5901867,-0.4594851,
P02564,Conus textile,Wild type,conotoxin,M superfamily,NA,III,protein level,10.176008,-0.07605768,4.4207077,-1.1004503,-1.6739343,0.057238802,
P02565,Conus textile,Wild type,conotoxin,M superfamily,NA,III,protein level,9.328228,0.75165117,5.7374907,-0.72919893,-1.42933,0.048396792,
P02567,Conus textile,Wild type,conotoxin,T superfamily,NA,V,protein level,10.597485,1.2769327,5.520542,-0.85267776,-1.4559407,-0.41496643,
P02568,Conus textile,Wild type,conotoxin,T superfamily,NA,V,protein level,11.0688505,1.9131637,5.0514145,0.027852416,-1.7569264,0.29631996,
P02569,Conus emaciatus,Wild type,conotoxin,I2 superfamily,NA,XI,nucleic acid level,8.70829,6.9910884,-1.2485571,-0.98132026,-0.009938146,0.8833998,
P02570,Conus marmoreus,Wild type,contryphan,O2 superfamily,NA,NA,protein level,13.911849,3.8430495,6.4677505,2.0454288,-0.61904943,0.55248004,
P02571,Conus caracteristicus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.577029,0.93812484,3.8723361,-0.79089355,-1.3817077,-0.20814872,
P02572,Conus caracteristicus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,8.80304,2.6969671,4.651323,0.19352643,-0.831504,-0.3580274,
P02573,Conus gloriamaris,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.3677435,3.4368198,4.933517,1.4441793,-1.2564763,1.1112882,
P02574,Conus gloriamaris,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.213943,1.8379678,5.1366343,-0.05378801,-1.7574844,0.18089092,
P02575,Conus episcopatus,Wild type,conotoxin,I1 superfamily,NA,XI,nucleic acid level,8.241212,6.4931536,-0.73159206,-0.97335684,0.45583093,0.52420366,
P02576,Conus gloriamaris,Wild type,conotoxin,P superfamily,NA,IX,nucleic acid level,8.221891,5.729611,-0.20405945,-1.1084508,-0.059479367,0.6417824,
P02577,Conus episcopatus,Wild type,conotoxin,I2 superfamily,NA,XI,nucleic acid level,7.9486237,6.6139627,-1.9317135,-1.6357455,0.4982645,0.9220988,
P02578,Conus lividus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,12.092639,4.193951,5.2037024,1.727725,-0.957652,1.2233969,
P02579,Conus lividus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.28879,2.303819,4.8754144,0.23589392,-1.4410782,0.5030276,
P02580,Conus lividus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.013961,2.4582014,4.6035213,0.3719174,-1.3908796,0.5898253,
P02581,Conus geographus,Wild type,conotoxin,NA,omega conotoxin,VI/VII,protein level,8.9583645,7.184216,-2.7777932,-1.6140182,0.40037197,0.5084742,
P02582,Conus geographus,Wild type,conotoxin,S superfamily,sigma conotoxin,VIII,protein level,8.821559,4.463312,2.5477986,0.14581892,-0.73691654,0.15722525,
